2025-07-26 13:48:35.064 [main] INFO  [6e0c013c-d805-4336-9116-69f6dcefedda] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.PropertyOrFieldReference.readProperty(PropertyOrFieldReference.java:223)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.PropertyOrFieldReference.getValueInternal(PropertyOrFieldReference.java:106)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.PropertyOrFieldReference.access$000(PropertyOrFieldReference.java:53)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.PropertyOrFieldReference$AccessorLValue.getValue(PropertyOrFieldReference.java:412)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.CompoundExpression.getValueInternal(CompoundExpression.java:93)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.OpEQ.getValueInternal(OpEQ.java:42)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.OpEQ.getValueInternal(OpEQ.java:32)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.SpelNodeImpl.getTypedValue(SpelNodeImpl.java:119)
	at spring.expression@5.3.30/org.springframework.expression.spel.standard.SpelExpression.getValue(SpelExpression.java:309)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.engine.config.RulesEngine.executeRule(RulesEngine.java:175)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.service.error.ErrorHandlingTest.testIntegratedErrorHandlingInRulesEngine(ErrorHandlingTest.java:175)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.junit.platform.commons.util.ReflectionUtils.invokeMethod(ReflectionUtils.java:728)
	at org.junit.jupiter.engine.execution.MethodInvocation.proceed(MethodInvocation.java:60)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$ValidatingInvocation.proceed(InvocationInterceptorChain.java:131)
	at org.junit.jupiter.engine.extension.TimeoutExtension.intercept(TimeoutExtension.java:156)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestableMethod(TimeoutExtension.java:147)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestMethod(TimeoutExtension.java:86)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker$ReflectiveInterceptorCall.lambda$ofVoidMethod$0(InterceptingExecutableInvoker.java:103)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.lambda$invoke$0(InterceptingExecutableInvoker.java:93)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$InterceptedInvocation.proceed(InvocationInterceptorChain.java:106)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.proceed(InvocationInterceptorChain.java:64)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.chainAndInvoke(InvocationInterceptorChain.java:45)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.invoke(InvocationInterceptorChain.java:37)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:92)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:86)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.lambda$invokeTestMethod$7(TestMethodTestDescriptor.java:218)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.invokeTestMethod(TestMethodTestDescriptor.java:214)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:139)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:69)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:151)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:141)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:139)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:138)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:95)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:155)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:141)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:139)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:138)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:95)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:155)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:141)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:139)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:138)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:95)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.submit(SameThreadHierarchicalTestExecutorService.java:35)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestExecutor.execute(HierarchicalTestExecutor.java:57)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestEngine.execute(HierarchicalTestEngine.java:54)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:198)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:169)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:93)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.lambda$execute$0(EngineExecutionOrchestrator.java:58)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.withInterceptedStreams(EngineExecutionOrchestrator.java:141)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:57)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:103)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:85)
	at org.junit.platform.launcher.core.DelegatingLauncher.execute(DelegatingLauncher.java:47)
	at org.apache.maven.surefire.junitplatform.LazyLauncher.execute(LazyLauncher.java:56)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.execute(JUnitPlatformProvider.java:184)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invokeAllTests(JUnitPlatformProvider.java:148)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invoke(JUnitPlatformProvider.java:122)
	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:385)
	at org.apache.maven.surefire.booter.ForkedBooter.execute(ForkedBooter.java:162)
	at org.apache.maven.surefire.booter.ForkedBooter.run(ForkedBooter.java:507)
	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:495)
2025-07-26 13:48:35.810 [main] INFO  [d48d3c53-a53e-4545-8e6b-3970ff9a8245] d.m.r.core.engine.config.RulesEngine - Attempting error recovery for rule 'Invalid Rule' using strategy: default
2025-07-26 13:48:35.810 [main] INFO  [d48d3c53-a53e-4545-8e6b-3970ff9a8245] d.m.r.core.engine.config.RulesEngine - Error recovery successful for rule 'Invalid Rule' using strategy: default
2025-07-26 13:48:35.811 [main] INFO  [caf8073e-1d27-4759-852c-e20cdf653987] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.814 [main] INFO  [bf5797d3-1d9b-4ad9-93bb-d7c67c0a9d17] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.818 [main] INFO  [d512185f-dbd4-494d-b5bc-c18a94b11d06] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.818 [main] INFO  [86d462f5-09c8-49e5-9fc1-92da39a10541] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.818 [main] INFO  [5bef113c-9752-4eef-a98c-1e9d88e26c86] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.818 [main] INFO  [93163184-afe0-4364-b1d5-8f1610f49e05] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.819 [main] INFO  [f31c3414-abeb-4e1e-abe8-e88f76908f35] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.819 [main] INFO  [adacecab-79a7-4564-b589-7b1633c40d6d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.819 [main] INFO  [675d7a5c-7366-4ff0-8efc-ea947f1dfe48] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.819 [main] INFO  [157e6b2f-f69b-4ee3-a46e-703fbbc4cd5a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.819 [main] INFO  [f52de60f-132c-49a7-bfbe-7fbb2d0172c3] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.819 [main] INFO  [06ec8f21-4aff-408b-851b-765fba9a92f5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.820 [main] INFO  [801a4c7b-94e3-4a69-a880-f5338f9691c6] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.820 [main] INFO  [6761320d-ad50-4632-b213-034ba8bcfad8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.820 [main] INFO  [0bba53e4-4585-4606-9fcf-c727bb9bfb8b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.820 [main] INFO  [6ec26ad6-85ee-4642-a2c0-656f4e625518] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.820 [main] INFO  [13d7ca8b-8945-4887-aa35-587fff116aa6] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.820 [main] INFO  [facbddcc-4138-431a-95d1-ad4e931014b9] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.820 [main] INFO  [fe691cd3-ea37-4bca-928a-da3e720bc93f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.820 [main] INFO  [a9c71d5c-f3f7-433d-9efe-ea1c4d556b6a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.824 [main] INFO  [01eb8124-9a9f-45ef-8c7d-44dcfc558d66] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.824 [main] INFO  [0e488c5e-a96e-42d3-b707-72641bf6e432] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.825 [main] INFO  [33bba08c-860a-4eeb-a4ed-00e1189b8175] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.825 [main] INFO  [38957532-bcfb-482e-9a05-fc12eab5f8dd] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.826 [main] INFO  [d19d4028-2b2a-401a-a3b9-424f00f2032a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.826 [main] INFO  [786da7ef-c75d-4252-a1a2-e6021866895d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.827 [main] INFO  [5ccd9386-c291-4185-8f9d-bf3184cf5e16] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.827 [main] INFO  [fe05fb13-f351-4b84-bb04-c7e8836bc068] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.827 [main] INFO  [e8043494-893e-4c60-a864-1030c6e276d5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.827 [main] INFO  [4786e91f-34ca-48dd-99ac-f5c858a1f1bd] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.828 [main] INFO  [3f94e310-7d07-4880-a2dd-ab324a9d5c32] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.828 [main] INFO  [7aadd9a8-b5de-4359-939d-3112a1cb4230] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.828 [main] INFO  [0932d0b5-e874-4d96-b8aa-16f4313275d8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.828 [main] INFO  [dabb6e7e-12cd-4ecc-bee8-a3e4d45ccfae] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.829 [main] INFO  [07b5624d-98b4-4e58-82a6-426b46b24bf6] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.829 [main] INFO  [91f5d223-6159-4a84-b24a-23a87f530662] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.829 [main] INFO  [53e8e8bd-e20b-4216-adb2-8062f3aa31ad] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.829 [main] INFO  [54c2d4fc-24c6-4324-a26c-b223ba25eb2a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.840 [main] INFO  [d18a01f7-ff5e-48e4-92ab-0f76a76c295e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.841 [main] INFO  [d18a01f7-ff5e-48e4-92ab-0f76a76c295e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Test Rule
2025-07-26 13:48:35.841 [main] INFO  [d18a01f7-ff5e-48e4-92ab-0f76a76c295e] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Test Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.843 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.843 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 13:48:35.843 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 13:48:35.843 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 13:48:35.843 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 13:48:35.843 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 13:48:35.843 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 13:48:35.844 [main] INFO  [8b496809-9935-416c-be23-25d20ba14c8f] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 13:48:35.845 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 13:48:35.845 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 1.00ms
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.846 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 1.00ms
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.847 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.848 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 1.00ms
2025-07-26 13:48:35.848 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 13:48:35.848 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 13:48:35.848 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 13:48:35.848 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 13:48:35.848 [main] INFO  [16f57a2a-17c1-4536-ab8a-bfbb874c7901] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
