2025-07-27 21:54:49.242 [main] INFO  [7b2bb83f-5a13-4d8e-9a47-4544df693e3c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.129 [main] INFO  [4944429b-938f-4fb9-8ffa-d6615d0ec6b8] d.m.r.core.engine.config.RulesEngine - No rule provided for execution
2025-07-27 22:08:53.129 [main] INFO  [027b11ca-65cd-47a3-9473-89917af909b8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.130 [main] INFO  [027b11ca-65cd-47a3-9473-89917af909b8] d.m.r.core.engine.config.RulesEngine - Executing 1 rule groups
2025-07-27 22:08:53.130 [main] INFO  [027b11ca-65cd-47a3-9473-89917af909b8] d.m.r.core.engine.config.RulesEngine - Rule group matched: Credit Check
2025-07-27 22:08:53.131 [main] INFO  [d7a37f9c-5b97-4b2b-9cdf-374aad8ae725] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.131 [main] INFO  [d7a37f9c-5b97-4b2b-9cdf-374aad8ae725] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 22:08:53.131 [main] INFO  [d7a37f9c-5b97-4b2b-9cdf-374aad8ae725] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to false in 0.00ms
2025-07-27 22:08:53.132 [main] INFO  [698a3847-b031-4073-8e6d-133d705beadd] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.132 [main] INFO  [698a3847-b031-4073-8e6d-133d705beadd] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:08:53.132 [main] INFO  [637d5275-60bf-4662-9430-ebda0e8561b8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.132 [main] INFO  [637d5275-60bf-4662-9430-ebda0e8561b8] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:08:53.133 [main] INFO  [16fe0cc5-7b4d-4add-8032-b3ae765e4e55] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.133 [main] INFO  [16fe0cc5-7b4d-4add-8032-b3ae765e4e55] d.m.r.core.engine.config.RulesEngine - Executing rules for category: nonExistentCategory
2025-07-27 22:08:53.133 [main] INFO  [16fe0cc5-7b4d-4add-8032-b3ae765e4e55] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:08:53.134 [main] INFO  [6e6fd328-2769-433a-aebd-16cabcb2d8dc] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.134 [main] INFO  [f1c40248-a8f5-4363-8bd8-2e0487c6eea2] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.134 [main] INFO  [f1c40248-a8f5-4363-8bd8-2e0487c6eea2] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 22:08:53.134 [main] INFO  [f1c40248-a8f5-4363-8bd8-2e0487c6eea2] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 22:08:53.134 [main] INFO  [13bf004d-af7f-4614-b22b-886f414d0f2f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.134 [main] INFO  [13bf004d-af7f-4614-b22b-886f414d0f2f] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 22:08:53.134 [main] INFO  [13bf004d-af7f-4614-b22b-886f414d0f2f] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 22:08:53.134 [main] INFO  [13bf004d-af7f-4614-b22b-886f414d0f2f] d.m.r.core.engine.config.RulesEngine - No rules matched
2025-07-27 22:08:53.135 [main] INFO  [655ad543-04f8-4901-954b-3bec4a49c9e4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.135 [main] INFO  [655ad543-04f8-4901-954b-3bec4a49c9e4] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:08:53.135 [main] INFO  [8a039e44-b6c2-408f-8ff8-8279141f9918] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.136 [main] INFO  [8a039e44-b6c2-408f-8ff8-8279141f9918] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 22:08:53.136 [main] INFO  [8a039e44-b6c2-408f-8ff8-8279141f9918] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 22:08:53.136 [main] INFO  [3d15b2b2-3680-4573-950d-5588b5783d7e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.137 [main] INFO  [053c3003-fe51-4e85-9762-d68dd299a94f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.138 [main] INFO  [053c3003-fe51-4e85-9762-d68dd299a94f] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:08:53.138 [main] INFO  [0bf2b971-4515-4d58-96d0-55043b5e1f08] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.138 [main] INFO  [0bf2b971-4515-4d58-96d0-55043b5e1f08] d.m.r.core.engine.config.RulesEngine - Executing 2 rules/rule groups
2025-07-27 22:08:53.138 [main] INFO  [0bf2b971-4515-4d58-96d0-55043b5e1f08] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 22:08:53.139 [main] INFO  [1385aab9-93df-4737-862f-97d44274708d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.139 [main] INFO  [1385aab9-93df-4737-862f-97d44274708d] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 22:08:53.139 [main] INFO  [1385aab9-93df-4737-862f-97d44274708d] d.m.r.core.engine.config.RulesEngine - No rules matched
2025-07-27 22:08:53.139 [main] INFO  [4abd6e9a-3dc3-407a-a9b2-1be8fff6b436] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.139 [main] INFO  [4abd6e9a-3dc3-407a-a9b2-1be8fff6b436] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 22:08:53.139 [main] INFO  [4abd6e9a-3dc3-407a-a9b2-1be8fff6b436] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to true in 0.00ms
2025-07-27 22:08:53.140 [main] INFO  [642ceb1c-e249-4c5a-98e9-74eb4f73b75e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.140 [main] INFO  [642ceb1c-e249-4c5a-98e9-74eb4f73b75e] d.m.r.core.engine.config.RulesEngine - No rule groups provided for execution
2025-07-27 22:08:53.140 [main] INFO  [05509af6-d4e7-4f3c-8179-90f7c236c393] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.140 [main] INFO  [05509af6-d4e7-4f3c-8179-90f7c236c393] d.m.r.core.engine.config.RulesEngine - Executing 1 rule groups
2025-07-27 22:08:53.141 [main] INFO  [05509af6-d4e7-4f3c-8179-90f7c236c393] d.m.r.core.engine.config.RulesEngine - Rule group matched: Credit Check
2025-07-27 22:08:53.141 [main] INFO  [356a8d1b-28b3-47f2-bd54-96f16751a1fa] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.141 [main] INFO  [356a8d1b-28b3-47f2-bd54-96f16751a1fa] d.m.r.core.engine.config.RulesEngine - Executing 1 rule groups
2025-07-27 22:08:53.141 [main] INFO  [356a8d1b-28b3-47f2-bd54-96f16751a1fa] d.m.r.core.engine.config.RulesEngine - No rule groups matched
2025-07-27 22:08:53.141 [main] INFO  [ad08389d-51c6-4f0a-8755-3282c148fa22] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.142 [main] INFO  [ad08389d-51c6-4f0a-8755-3282c148fa22] d.m.r.core.engine.config.RulesEngine - Executing 2 rules
2025-07-27 22:08:53.142 [main] INFO  [ad08389d-51c6-4f0a-8755-3282c148fa22] d.m.r.core.engine.config.RulesEngine - Rule matched: Income Rule
2025-07-27 22:08:53.142 [main] INFO  [73e17c95-8703-4c09-a0eb-18fcb90ff3ed] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.142 [main] INFO  [73e17c95-8703-4c09-a0eb-18fcb90ff3ed] d.m.r.core.engine.config.RulesEngine - No rule groups provided for execution
2025-07-27 22:08:53.143 [main] INFO  [a9711c2b-46f1-4dfd-8928-1a2c408a9071] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.143 [main] INFO  [a9711c2b-46f1-4dfd-8928-1a2c408a9071] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 22:08:53.143 [main] INFO  [a9711c2b-46f1-4dfd-8928-1a2c408a9071] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to false in 0.00ms
2025-07-27 22:08:53.143 [main] INFO  [d0fb5e0e-86d7-4a5f-8cbd-648bcb5ce62a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.144 [main] INFO  [d0fb5e0e-86d7-4a5f-8cbd-648bcb5ce62a] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 22:08:53.144 [main] INFO  [d0fb5e0e-86d7-4a5f-8cbd-648bcb5ce62a] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to true in 0.00ms
2025-07-27 22:08:53.145 [main] INFO  [e444adc2-b85c-4160-9a51-527c33c2fa29] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.145 [main] INFO  [e444adc2-b85c-4160-9a51-527c33c2fa29] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 22:08:53.145 [main] INFO  [e444adc2-b85c-4160-9a51-527c33c2fa29] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 22:08:53.145 [main] INFO  [e444adc2-b85c-4160-9a51-527c33c2fa29] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 22:08:53.145 [main] INFO  [9cdb883f-f254-4569-bb7b-b2a2284b08f7] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.145 [main] INFO  [9cdb883f-f254-4569-bb7b-b2a2284b08f7] d.m.r.core.engine.config.RulesEngine - Executing rules for category: nonExistentCategory
2025-07-27 22:08:53.145 [main] INFO  [9cdb883f-f254-4569-bb7b-b2a2284b08f7] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:08:53.146 [main] INFO  [04e5286f-0729-4f9e-bf16-165e56fb80e3] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.146 [main] INFO  [04e5286f-0729-4f9e-bf16-165e56fb80e3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Invalid Rule
2025-07-27 22:08:53.146 [main] WARN  [04e5286f-0729-4f9e-bf16-165e56fb80e3] d.m.r.core.engine.config.RulesEngine - [TEST-EXPECTED-WARNING] Missing parameters for rule 'Invalid Rule': [nonExistentVariable]
2025-07-27 22:08:53.148 [main] INFO  [bd13d698-8764-4ece-895c-9f88107214c8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.148 [main] INFO  [bd13d698-8764-4ece-895c-9f88107214c8] d.m.r.core.engine.config.RulesEngine - Executing rules for category: demographic
2025-07-27 22:08:53.148 [main] INFO  [bd13d698-8764-4ece-895c-9f88107214c8] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 22:08:53.148 [main] INFO  [bd13d698-8764-4ece-895c-9f88107214c8] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 22:08:53.148 [main] INFO  [bd13d698-8764-4ece-895c-9f88107214c8] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 22:08:53.149 [main] INFO  [b4d46f33-5e6a-4a8d-8548-225a00edcbdc] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.149 [main] INFO  [b4d46f33-5e6a-4a8d-8548-225a00edcbdc] d.m.r.core.engine.config.RulesEngine - No rule provided for execution
2025-07-27 22:08:53.150 [main] INFO  [41c0c274-f869-4c0b-8ed4-8f0aa1b2ef0a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.150 [main] INFO  [41c0c274-f869-4c0b-8ed4-8f0aa1b2ef0a] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:08:53.151 [main] INFO  [fa602b58-8510-4896-8f6b-9b1864b406c0] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.151 [main] INFO  [fa602b58-8510-4896-8f6b-9b1864b406c0] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:08:53.307 [main] INFO  [79baa5b9-7d9c-44d7-a2ea-4c178e20bc98] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.309 [main] INFO  [4f2a38ee-2e59-4427-8c87-2a31278cfca7] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.311 [main] INFO  [dada4fe5-be36-42b4-842a-72ae249f2b0d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.312 [main] INFO  [860785c9-7a7c-4b4f-a7dc-7ca598ad80b9] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.312 [main] INFO  [625505ed-b94a-405d-aae3-7f81e77e7163] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.318 [main] INFO  [51813251-8af0-4519-b034-62935bfd6a02] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.318 [main] INFO  [51813251-8af0-4519-b034-62935bfd6a02] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Invalid Rule
2025-07-27 22:08:53.319 [main] WARN  [51813251-8af0-4519-b034-62935bfd6a02] d.m.r.core.engine.config.RulesEngine - Error evaluating rule 'Invalid Rule': EL1008E: Property or field 'nonExistentProperty' cannot be found on object of type 'dev.mars.rulesengine.core.service.error.ErrorHandlingTest$TestCustomer' - maybe not public or not valid?
org.springframework.expression.spel.SpelEvaluationException: EL1008E: Property or field 'nonExistentProperty' cannot be found on object of type 'dev.mars.rulesengine.core.service.error.ErrorHandlingTest$TestCustomer' - maybe not public or not valid?
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference.readProperty(PropertyOrFieldReference.java:229)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference.getValueInternal(PropertyOrFieldReference.java:112)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference$AccessorValueRef.getValue(PropertyOrFieldReference.java:376)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.CompoundExpression.getValueInternal(CompoundExpression.java:97)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.OpEQ.getValueInternal(OpEQ.java:42)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.OpEQ.getValueInternal(OpEQ.java:32)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.SpelNodeImpl.getTypedValue(SpelNodeImpl.java:121)
	at spring.expression@6.2.1/org.springframework.expression.spel.standard.SpelExpression.getValue(SpelExpression.java:309)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.engine.config.RulesEngine.executeRule(RulesEngine.java:202)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.service.error.ErrorHandlingTest.testIntegratedErrorHandlingInRulesEngine(ErrorHandlingTest.java:201)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.junit.platform.commons.util.ReflectionUtils.invokeMethod(ReflectionUtils.java:767)
	at org.junit.jupiter.engine.execution.MethodInvocation.proceed(MethodInvocation.java:60)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$ValidatingInvocation.proceed(InvocationInterceptorChain.java:131)
	at org.junit.jupiter.engine.extension.TimeoutExtension.intercept(TimeoutExtension.java:156)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestableMethod(TimeoutExtension.java:147)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestMethod(TimeoutExtension.java:86)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker$ReflectiveInterceptorCall.lambda$ofVoidMethod$0(InterceptingExecutableInvoker.java:103)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.lambda$invoke$0(InterceptingExecutableInvoker.java:93)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$InterceptedInvocation.proceed(InvocationInterceptorChain.java:106)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.proceed(InvocationInterceptorChain.java:64)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.chainAndInvoke(InvocationInterceptorChain.java:45)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.invoke(InvocationInterceptorChain.java:37)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:92)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:86)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.lambda$invokeTestMethod$8(TestMethodTestDescriptor.java:217)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.invokeTestMethod(TestMethodTestDescriptor.java:213)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:138)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:68)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:156)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:160)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:160)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.submit(SameThreadHierarchicalTestExecutorService.java:35)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestExecutor.execute(HierarchicalTestExecutor.java:57)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestEngine.execute(HierarchicalTestEngine.java:54)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:198)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:169)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:93)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.lambda$execute$0(EngineExecutionOrchestrator.java:58)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.withInterceptedStreams(EngineExecutionOrchestrator.java:141)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:57)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:103)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:85)
	at org.junit.platform.launcher.core.DelegatingLauncher.execute(DelegatingLauncher.java:47)
	at org.apache.maven.surefire.junitplatform.LazyLauncher.execute(LazyLauncher.java:56)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.execute(JUnitPlatformProvider.java:184)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invokeAllTests(JUnitPlatformProvider.java:148)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invoke(JUnitPlatformProvider.java:122)
	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:385)
	at org.apache.maven.surefire.booter.ForkedBooter.execute(ForkedBooter.java:162)
	at org.apache.maven.surefire.booter.ForkedBooter.run(ForkedBooter.java:507)
	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:495)
2025-07-27 22:08:53.320 [main] INFO  [51813251-8af0-4519-b034-62935bfd6a02] d.m.r.core.engine.config.RulesEngine - Attempting error recovery for rule 'Invalid Rule' using strategy: default
2025-07-27 22:08:53.321 [main] INFO  [51813251-8af0-4519-b034-62935bfd6a02] d.m.r.core.engine.config.RulesEngine - Error recovery successful for rule 'Invalid Rule' using strategy: default
2025-07-27 22:08:53.321 [main] INFO  [7d5e1ccb-fbde-40ed-a9e2-3215dd08d696] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.323 [main] INFO  [164afcce-9dcc-44b0-9e1f-d38b691bb051] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.326 [main] INFO  [1f4a5807-6f25-4a6c-a714-161efffaef1d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.326 [main] INFO  [a5c0b8a5-6cf9-470e-bf84-766574f0e648] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.327 [main] INFO  [b9a1e4ad-359f-4580-a580-2780d70cc7f5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.327 [main] INFO  [3a1f2dc0-58b3-4b02-ba40-6c9589b8353c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.327 [main] INFO  [c56db8e9-4e28-42f1-b580-812d5dddb653] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.327 [main] INFO  [62453bcf-5992-4c00-85c8-1143ac75d3f8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.328 [main] INFO  [f9a891de-7c5a-4422-ac7c-25ab9e131390] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.328 [main] INFO  [fb837ec8-a183-411c-bea5-52d6f3d6f565] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.328 [main] INFO  [90716954-fe75-426b-81b5-ad15d8a6108b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.328 [main] INFO  [5066cee1-0794-4d45-bda1-57c0ef6f417e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:08:53.328 [main] INFO  [065e2bc5-022f-47bf-97b7-e32e9c7f2f33] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
